date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:32	19808/19808	---MCZ	200	added ('OK')	text/html	etag:W/%222eeef42d2cd05ba73c12d3d10ea7a9a4%22	https://beverleybeaversbadminton.club/	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/index.html	(from )
19:21:32	0/0	---M--	200	added ('OK')	text/plain	etag:%2258fb8a7d-0%22	https://beverleybeaversbadminton.club/robots.txt		(from )
19:21:32	392/392	---MC-	200	added ('OK')	text/css	date:Sat,%2025%20Jan%202020%2019:21:32%20GMT	https://fonts.googleapis.com/css?family=Oswald:400,700	/Users/davealmond/websites/Badders/fonts.googleapis.com/css79d8.css	(from https://beverleybeaversbadminton.club/)
19:21:34	8182/8182	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4b17-1ff6%22	https://cdnjs.cloudflare.com/ajax/libs/wow/1.1.2/wow.min.js	/Users/davealmond/websites/Badders/cdnjs.cloudflare.com/ajax/libs/wow/1.1.2/wow.min.js	(from https://beverleybeaversbadminton.club/)
19:21:35	133349/133349	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css	(from https://beverleybeaversbadminton.club/)
19:21:36	18735/18735	---MCZ	200	added ('OK')	text/html	etag:W/%226f7b28dbeda16abdc09a30a702748d70%22	https://beverleybeaversbadminton.club/club-nights	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/club-nights.html	(from https://beverleybeaversbadminton.club/)
19:21:37	18773/18773	---MCZ	200	added ('OK')	text/html	etag:W/%2255e62422e62a236b2a1b8ca3f01e6271%22	https://beverleybeaversbadminton.club/kids-club	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/kids-club.html	(from https://beverleybeaversbadminton.club/)
19:21:38	18194/18194	---MCZ	200	added ('OK')	text/html	etag:W/%228d2571f0af8ef452bdb34e6225a4b555%22	https://beverleybeaversbadminton.club/league-teams	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/league-teams.html	(from https://beverleybeaversbadminton.club/)
19:21:39	27874/27874	---MCZ	200	added ('OK')	text/html	etag:W/%22699166b42c2224cb7583b35524996da7%22	https://beverleybeaversbadminton.club/gallery	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/gallery.html	(from https://beverleybeaversbadminton.club/)
19:21:40	16924/16924	---MCZ	200	added ('OK')	text/html	etag:W/%22f703fa5cc94aafa8e9c3466e0c3f3af5%22	https://beverleybeaversbadminton.club/social-wall	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/social-wall.html	(from https://beverleybeaversbadminton.club/)
